,,,,,,,,,,,,,,,,,,,,,,,,
event,code,제품,date,유입,장바구니,구매,장바구니 전환율,구매 전환율,,event,date,유입,장바구니,구매,장바구니 전환율,구매 전환율,,event,date,유입,장바구니,구매,장바구니 전환율,구매 전환율
2609 MEGAWARI,1145455669,립 듀오 세트,08월 30일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,05월 31일,,,,,,,2603 MEGAWARI,03월 01일,,,,,
2609 MEGAWARI,1199712593,짱구모음세트,08월 31일,,,,,,,2606 MEGAWARI,06월 01일,"2,768",348,186,12.57%,6.72%,,2603 MEGAWARI,03월 02일,,,,,
2609 MEGAWARI,1139779066,컬러커버틴트,08월 31일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 01일,"5,860",710,412,12.12%,7.03%,,2603 MEGAWARI,03월 02일,"2,850",536,305,18.81%,10.70%
2609 MEGAWARI,1135003693,탕후루밀크,08월 31일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 01일,"2,225",355,129,15.96%,5.80%,,2603 MEGAWARI,03월 02일,"1,863",267,104,14.33%,5.58%
2609 MEGAWARI,1116473754,누디블러틴트,08월 31일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 01일,"1,821",239,115,13.12%,6.32%,,2603 MEGAWARI,03월 02일,"1,519",232,108,15.27%,7.11%
2609 MEGAWARI,1189084084,탕후루딥글레이즈,08월 31일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 01일,"2,362",448,227,18.97%,9.61%,,2603 MEGAWARI,03월 02일,"3,039",183,97,6.02%,3.19%
2609 MEGAWARI,1082531222,애교살메이커,08월 31일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 01일,"1,254",175,94,13.96%,7.50%,,2603 MEGAWARI,03월 02일,"1,016",189,117,18.60%,11.52%
2609 MEGAWARI,1082531220,입체창조쉐딩스틱,08월 31일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 01일,"1,255",308,159,24.54%,12.67%,,2603 MEGAWARI,03월 02일,373,93,45,24.93%,12.06%
2609 MEGAWARI,1145455669,립 듀오 세트,08월 31일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 01일,,,,,,,2603 MEGAWARI,03월 02일,,,,,
2609 MEGAWARI,1199712593,짱구모음세트,09월 01일,,,,,,,2606 MEGAWARI,06월 02일,"1,950",310,141,15.90%,7.23%,,2603 MEGAWARI,03월 03일,,,,,
2609 MEGAWARI,1139779066,컬러커버틴트,09월 01일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 02일,"5,734",689,458,12.02%,7.99%,,2603 MEGAWARI,03월 03일,"3,339",612,391,18.33%,11.71%
2609 MEGAWARI,1135003693,탕후루밀크,09월 01일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 02일,"1,742",301,144,17.28%,8.27%,,2603 MEGAWARI,03월 03일,"2,419",368,173,15.21%,7.15%
2609 MEGAWARI,1116473754,누디블러틴트,09월 01일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 02일,"1,583",232,138,14.66%,8.72%,,2603 MEGAWARI,03월 03일,"1,565",246,131,15.72%,8.37%
2609 MEGAWARI,1189084084,탕후루딥글레이즈,09월 01일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 02일,"1,584",330,186,20.83%,11.74%,,2603 MEGAWARI,03월 03일,"3,424",261,118,7.62%,3.45%
2609 MEGAWARI,1082531222,애교살메이커,09월 01일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 02일,"1,212",177,96,14.60%,7.92%,,2603 MEGAWARI,03월 03일,"1,061",305,174,28.75%,16.40%
2609 MEGAWARI,1082531220,입체창조쉐딩스틱,09월 01일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 02일,"1,362",360,273,26.43%,20.04%,,2603 MEGAWARI,03월 03일,432,79,43,18.29%,9.95%
2609 MEGAWARI,1145455669,립 듀오 세트,09월 01일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 02일,,,,,,,2603 MEGAWARI,03월 03일,,,,,
2609 MEGAWARI,1199712593,짱구모음세트,09월 02일,,,,,,,2606 MEGAWARI,06월 03일,"1,794",312,135,17.39%,7.53%,,2603 MEGAWARI,03월 04일,,,,,
2609 MEGAWARI,1139779066,컬러커버틴트,09월 02일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 03일,"6,253",769,421,12.30%,6.73%,,2603 MEGAWARI,03월 04일,"3,306",642,307,19.42%,9.29%
2609 MEGAWARI,1135003693,탕후루밀크,09월 02일,,,,#DIV/0!,#DIV/0!,,2606 MEGAWARI,06월 03일,"1,662",316,115,19.01%,6.92%,,2603 MEGAWARI,03월 04일,"2,662",553,198,20.77%,7.44%
